id,Symbol,Name
6237,TA,TravelCenters of America Inc. Common Stock
6238,TAC,TransAlta Corporation Ordinary Shares
6239,TACT,TransAct Technologies Incorporated Common Stock
6240,TAIT,Taitron Components Incorporated Class A Common Stock
6241,TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock)
6242,TAL,TAL Education Group American Depositary Shares
6243,TALK,Talkspace Inc. Common Stock
6244,TALKW,Talkspace Inc. Warrant
6245,TALO,Talos Energy Inc. Common Stock
6246,TALS,Talaris Therapeutics Inc. Common Stock
6247,TANH,Tantech Holdings Ltd. Common Shares
6248,TANNI,TravelCenters of America Inc. 8.25% Senior Notes due 2028
6249,TANNL,TravelCenters of America Inc. 8.00% Senior Notes due 2029
6250,TANNZ,TravelCenters of America Inc. 8.00% Senior Notes due 2030
6251,TAOP,Taoping Inc. Ordinary Shares 
6252,TAP,Molson Coors Beverage Company Class B Common Stock
6253,TARA,Protara Therapeutics Inc.  Common Stock
6254,TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares
6255,TARS,Tarsus Pharmaceuticals Inc. Common Stock
6256,TASK,TaskUs Inc. Class A Common Stock
6257,TAST,Carrols Restaurant Group Inc. Common Stock
6258,TATT,TAT Technologies Ltd. Ordinary Shares
6259,TAYD,Taylor Devices Inc. Common Stock
6260,TBB,AT&T Inc. 5.350% Global Notes due 2066
6261,TBBK,The Bancorp Inc Common Stock
6262,TBC,AT&T Inc. 5.625% Global Notes due 2067
6263,TBCPU,Thunder Bridge Capital Partners III Inc. Units
6264,TBI,TrueBlue Inc. Common Stock
6265,TBK,Triumph Bancorp Inc. Common Stock
6266,TBKCP,Triumph Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock
6267,TBLA,Taboola.com Ltd. Ordinary Shares
6268,TBLD,Thornburg Income Builder Opportunities Trust Common Stock
6269,TBLT,ToughBuilt Industries Inc. Common Stock
6270,TBLTW,ToughBuilt Industries Inc. Warrant
6271,TBNK,Territorial Bancorp Inc. Common Stock
6272,TBPH,Theravance Biopharma Inc. Ordinary Shares
6273,TC,TuanChe Limited American Depositary Shares
6274,TCBC,TC Bancshares Inc. Common Stock
6275,TCBI,Texas Capital Bancshares Inc. Common Stock
6276,TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B
6277,TCBK,TriCo Bancshares Common Stock
6278,TCBP,TC BioPharm (Holdings) plc American Depositary Shares
6279,TCBPW,TC BioPharm (Holdings) plc Warrants
6280,TCBS,Texas Community Bancshares Inc. Common Stock
6281,TCBX,Third Coast Bancshares Inc. Common Stock
6282,TCDA,Tricida Inc. Common Stock
6283,TCFC,The Community Financial Corporation Common Stock
6284,TCI,Transcontinental Realty Investors Inc. Common Stock
6285,TCMD,Tactile Systems Technology Inc. Common Stock
6286,TCN,Tricon Residential Inc. Common Shares
6287,TCOM,Trip.com Group Limited American Depositary Shares
6288,TCON,TRACON Pharmaceuticals Inc. Common Stock
6289,TCPC,BlackRock TCP Capital Corp. Common Stock
6290,TCRR,TCR2 Therapeutics Inc. Common Stock
6291,TCRT,Alaunos Therapeutics Inc. Common Stock
6292,TCRX,TScan Therapeutics Inc. Common Stock
6293,TCS,Container Store (The) Common Stock
6294,TCVA,TCV Acquisition Corp. Class A Ordinary Shares
6295,TCX,Tucows Inc. Class A Common Stock
6296,TD,Toronto Dominion Bank (The) Common Stock
6297,TDC,Teradata Corporation Common Stock
6298,TDCX,TDCX Inc. American Depositary Shares each representing one Class A ordinary share
6299,TDF,Templeton Dragon Fund Inc. Common Stock
6300,TDG,Transdigm Group Incorporated Common Stock
6301,TDOC,Teladoc Health Inc. Common Stock
6302,TDS,Telephone and Data Systems Inc. Common Shares
6303,TDUP,ThredUp Inc. Class A Common Stock
6304,TDW,Tidewater Inc. Common Stock
6305,TDY,Teledyne Technologies Incorporated Common Stock
6306,TEAF,Ecofin Sustainable and Social Impact Term Fund
6307,TEAM,Atlassian Corporation Plc Class A Ordinary Shares
6308,TECH,Bio-Techne Corp Common Stock
6309,TECK,Teck Resources Ltd Ordinary Shares
6310,TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock
6311,TEDU,Tarena International Inc. American Depositary Shares
6312,TEF,Telefonica SA Common Stock
6313,TEI,Templeton Emerging Markets Income Fund Inc. Common Stock
6314,TEKK,Tekkorp Digital Acquisition Corp. Class A Ordinary Shares
6315,TEKKU,Tekkorp Digital Acquisition Corp. Unit
6316,TEL,TE Connectivity Ltd. New Switzerland Registered Shares
6317,TELA,TELA Bio Inc. Common Stock
6318,TELL,Tellurian Inc. Common Stock
6319,TELZ,Tellurian Inc. 8.25% Senior Notes due 2028
6320,TEN,Tenneco Inc. Class A Voting Common Stock
6321,TENB,Tenable Holdings Inc. Common Stock
6322,TENX,Tenax Therapeutics Inc. Common Stock
6323,TEO,Telecom Argentina SA
6324,TER,Teradyne Inc. Common Stock
6325,TERN,Terns Pharmaceuticals Inc. Common Stock
6326,TESS,TESSCO Technologies Incorporated Common Stock
6327,TETC,Tech and Energy Transition Corporation Class A Common Stock
6328,TETCU,Tech and Energy Transition Corporation Unit
6329,TETCW,Tech and Energy Transition Corporation Warrant
6330,TETE,Technology & Telecommunication Acquisition Corporation Class A Ordinary Shares
6331,TETEU,Technology & Telecommunication Acquisition Corporation Unit
6332,TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares
6333,TEX,Terex Corporation Common Stock
6334,TFC,Truist Financial Corporation Common Stock
6335,TFFP,TFF Pharmaceuticals Inc. Common Stock
6336,TFII,TFI International Inc. Common Shares
6337,TFSA,Terra Income Fund VI 7.00% Notes due 2026
6338,TFSL,TFS Financial Corporation Common Stock
6339,TFX,Teleflex Incorporated Common Stock
6340,TG,Tredegar Corporation Common Stock
6341,TGA,TransGlobe Energy Corporation Ordinary Shares (Canada)
6342,TGAA,Target Global Acquisition I Corp. Class A Ordinary Share
6343,TGAN,Transphorm Inc. Common Stock
6344,TGB,Taseko Mines Ltd. Common Stock
6345,TGH,Textainer Group Holdings Limited Common Shares
6346,TGI,Triumph Group Inc. Common Stock
6347,TGLS,Tecnoglass Inc. Ordinary Shares
6348,TGNA,TEGNA Inc
6349,TGR,Kimbell Tiger Acquisition Corporation Class A Common Stock
6350,TGS,Transportadora de Gas del Sur SA TGS Common Stock
6351,TGT,Target Corporation Common Stock
6352,TGTX,TG Therapeutics Inc. Common Stock
6353,TGVC,TG Venture Acquisition Corp. Class A Common Stock
6354,TGVCW,TG Venture Acquisition Corp. Warrants
6355,TH,Target Hospitality Corp. Common Stock
6356,THACW,Thrive Acquisition Corporation Warrant
6357,THC,Tenet Healthcare Corporation Common Stock
6358,THCA,Tuscan Holdings Corp. II Common Stock
6359,THCP,Thunder Bridge Capital Partners IV Inc. Class A Common Stock
6360,THFF,First Financial Corporation Indiana Common Stock
6361,THG,Hanover Insurance Group Inc
6362,THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada)
6363,THMO,ThermoGenesis Holdings Inc. Common Stock
6364,THO,Thor Industries Inc. Common Stock
6365,THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest
6366,THR,Thermon Group Holdings Inc. Common Stock
6367,THRM,Gentherm Inc Common Stock
6368,THRN,Thorne Healthtech Inc. Common Stock
6369,THRX,Theseus Pharmaceuticals Inc. Common Stock
6370,THRY,Thryv Holdings Inc. Common Stock
6371,THS,Treehouse Foods Inc. Common Stock
6372,THTX,Theratechnologies Inc. Common Shares
6373,THW,Tekla World Healthcare Fund Shares of Beneficial Interest
6374,THWWW,Target Hospitality Corp. Warrant expiring 3/15/2024
6375,TIG,Trean Insurance Group Inc. Common Stock
6376,TIGO,Millicom International Cellular S.A. Common Stock
6377,TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares
6378,TIL,Instil Bio Inc. Common Stock
6379,TILE,Interface Inc. Common Stock
6380,TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) 
6381,TINV,Tiga Acquisition Corp. Class A Ordinary Shares
6382,TIPT,Tiptree Inc. Common Stock
6383,TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares
6384,TISI,Team Inc. Common Stock
6385,TITN,Titan Machinery Inc. Common Stock
6386,TIVC,Tivic Health Systems Inc. Common Stock
6387,TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares
6388,TJX,TJX Companies Inc. (The) Common Stock
6389,TK,Teekay Corporation Common Stock
6390,TKAT,Takung Art Co. Ltd. Common Stock
6391,TKC,Turkcell Iletisim Hizmetleri AS Common Stock
6392,TKLF,Yoshitsu Co. Ltd American Depositary Shares
6393,TKNO,Alpha Teknova Inc. Common Stock
6394,TKR,Timken Company (The) Common Stock
6395,TLGA,TLG Acquisition One Corp. Class A Common Stock
6396,TLGY,TLGY Acquisition Corporation Class A Ordinary Share
6397,TLGYW,TLGY Acquisition Corporation Warrant
6398,TLIS,Talis Biomedical Corporation Common Stock
6399,TLK,PT Telekomunikasi Indonesia Tbk
6400,TLRY,Tilray Brands Inc. Class 2 Common Stock 
6401,TLS,Telos Corporation Common Stock
6402,TLSA,Tiziana Life Sciences Ltd. Common Shares
6403,TLYS,Tilly's Inc. Common Stock
6404,TM,Toyota Motor Corporation Common Stock
6405,TMAC,The Music Acquisition Corporation Class A Common Stock
6406,TMBR,Timber Pharmaceuticals Inc. Common Stock
6407,TMC,TMC the metals company Inc. Common Stock
6408,TMCI,Treace Medical Concepts Inc. Common Stock
6409,TMCWW,TMC the metals company Inc. Warrants
6410,TMDI,Titan Medical Inc. Ordinary Shares
6411,TMDX,TransMedics Group Inc. Common Stock
6412,TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares
6413,TMHC,Taylor Morrison Home Corporation Common Stock
6414,TMKR,Tastemaker Acquisition Corp. Class A Common Stock
6415,TMKRU,Tastemaker Acquisition Corp. Unit
6416,TMKRW,Tastemaker Acquisition Corp. Warrant to purchase Class A common stock
6417,TMO,Thermo Fisher Scientific Inc Common Stock
6418,TMP,Tompkins Financial Corporation Common Stock
6419,TMQ,Trilogy Metals Inc. Common Stock
6420,TMST,TimkenSteel Corporation Common Shares
6421,TMUS,T-Mobile US Inc. Common Stock
6422,TMX,Terminix Global Holdings Inc. Common Stock
6423,TNC,Tennant Company Common Stock
6424,TNDM,Tandem Diabetes Care Inc. Common Stock
6425,TNET,TriNet Group Inc. Common Stock
6426,TNGX,Tango Therapeutics Inc.
6427,TNK,Teekay Tankers Ltd.
6428,TNL,Travel   Leisure Co. Common  Stock
6429,TNON,Tenon Medical Inc. Common Stock
6430,TNP,Tsakos Energy Navigation Ltd Common Shares
6431,TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock
6432,TNYA,Tenaya Therapeutics Inc. Common Stock
6433,TOI,The Oncology Institute Inc. Common Stock
6434,TOIIW,The Oncology Institute Inc. Warrant
6435,TOL,Toll Brothers Inc. Common Stock
6436,TOMZ,TOMI Environmental Solutions Inc. Common Stock
6437,TOP,Zhong Yang Financial Group Limited Ordinary Shares
6438,TOPS,TOP Ships Inc. Common Stock
6439,TOST,Toast Inc. Class A Common Stock
6440,TOUR,Tuniu Corporation American Depositary Shares
6441,TOWN,TowneBank Common Stock
6442,TPB,Turning Point Brands Inc. Common Stock
6443,TPC,Tutor Perini Corporation Common Stock
6444,TPG,TPG Inc. Class A Common Stock
6445,TPGY,TPG Pace Beneficial Finance Corp. Class A Ordinary Shares
6446,TPH,Tri Pointe Homes Inc. Common Stock
6447,TPHS,Trinity Place Holdings Inc. Common Stock
6448,TPIC,TPI Composites Inc. Common Stock
6449,TPL,Texas Pacific Land Corporation Common Stock
6450,TPR,Tapestry Inc. Common Stock
6451,TPST,Tempest Therapeutics Inc. Common Stock
6452,TPTA,Terra Property Trust Inc. 6.00% Notes due 2026
6453,TPTX,Turning Point Therapeutics Inc. Common Stock
6454,TPVG,TriplePoint Venture Growth BDC Corp. Common Stock
6455,TPX,Tempur Sealy International Inc. Common Stock
6456,TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock
6457,TR,Tootsie Roll Industries Inc. Common Stock
6458,TRAQ,Trine II Acquisition Corp. Class A Ordinary Shares
6459,TRC,Tejon Ranch Co Common Stock
6460,TRCA,Twin Ridge Capital Acquisition Corp. Class A Ordinary Shares
6461,TRDA,Entrada Therapeutics Inc. Common Stock
6462,TREE,LendingTree Inc. Common Stock
6463,TREX,Trex Company Inc. Common Stock
6464,TRGP,Targa Resources Inc. Common Stock
6465,TRHC,Tabula Rasa HealthCare Inc. Common Stock
6466,TRI,Thomson Reuters Corp Ordinary Shares
6467,TRIB,Trinity Biotech plc American Depositary Shares
6468,TRIN,Trinity Capital Inc. Common Stock
6469,TRIP,TripAdvisor Inc. Common Stock
6470,TRKA,Troika Media Group Inc. Common Stock
6471,TRMB,Trimble Inc. Common Stock
6472,TRMD,TORM plc Class A Common Stock
6473,TRMK,Trustmark Corporation Common Stock
6474,TRMR,Tremor International Ltd. American Depository Shares
6475,TRN,Trinity Industries Inc. Common Stock
6476,TRNO,Terreno Realty Corporation Common Stock
6477,TRNS,Transcat Inc. Common Stock
6478,TRON,Corner Growth Acquisition Corp. 2 Class A Ordinary Share
6479,TROO,TROOPS Inc. Ordinary Shares 
6480,TROW,T. Rowe Price Group Inc. Common Stock
6481,TROX,Tronox Holdings plc Ordinary Shares (UK)
6482,TRP,TC Energy Corporation Common Stock
6483,TRQ,Turquoise Hill Resources Ltd. Ordinary Shares
6484,TRS,TriMas Corporation Common Stock
6485,TRST,TrustCo Bank Corp NY Common Stock
6486,TRT,Trio-Tech International Common Stock
6487,TRTL,TortoiseEcofin Acquisition Corp. III Class A Ordinary Shares
6488,TRTN,Triton International Limited Common Shares
6489,TRTX,TPG RE Finance Trust Inc. Common Stock
6490,TRU,TransUnion Common Stock
6491,TRUE,TrueCar Inc. Common Stock
6492,TRUP,Trupanion Inc. Common Stock
6493,TRV,The Travelers Companies Inc. Common Stock
6494,TRVG,trivago N.V. American Depositary Shares
6495,TRVI,Trevi Therapeutics Inc. Common Stock
6496,TRVN,Trevena Inc. Common Stock
6497,TRX,TRX Gold Corporation Common Stock
6498,TS,Tenaris S.A. American Depositary Shares
6499,TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares 
6500,TSBK,Timberland Bancorp Inc. Common Stock
6501,TSCO,Tractor Supply Company Common Stock
6502,TSE,Trinseo PLC Ordinary Shares 
6503,TSEM,Tower Semiconductor Ltd. Ordinary Shares
6504,TSHA,Taysha Gene Therapies Inc. Common Stock
6505,TSI,TCW Strategic Income Fund Inc. Common Stock
6506,TSIB,Tishman Speyer Innovation Corp. II Class A common stock
6507,TSLA,Tesla Inc. Common Stock
6508,TSLX,Sixth Street Specialty Lending Inc. Common Stock
6509,TSM,Taiwan Semiconductor Manufacturing Company Ltd.
6510,TSN,Tyson Foods Inc. Common Stock
6511,TSP,TuSimple Holdings Inc. Class A Common Stock
6512,TSPQ,TCW Special Purpose Acquisition Corp. Class A Common Stock
6513,TSQ,Townsquare Media Inc. Class A Common Stock
6514,TSRI,TSR Inc. Common Stock
6515,TSVT,2seventy bio Inc. Common Stock 
6516,TT,Trane Technologies plc
6517,TTC,Toro Company (The) Common Stock
6518,TTCF,Tattooed Chef Inc Class A Common Stock
6519,TTD,The Trade Desk Inc. Class A Common Stock
6520,TTE,TotalEnergies SE
6521,TTEC,TTEC Holdings Inc. Common Stock
6522,TTEK,Tetra Tech Inc. Common Stock
6523,TTGT,TechTarget Inc. Common Stock
6524,TTI,Tetra Technologies Inc. Common Stock
6525,TTM,Tata Motors Ltd Tata Motors Limited
6526,TTMI,TTM Technologies Inc. Common Stock
6527,TTNP,Titan Pharmaceuticals Inc. Common Stock
6528,TTOO,T2 Biosystems Inc. Common Stock
6529,TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock
6530,TTSH,Tile Shop Holdings Inc. Common Stock
6531,TTWO,Take-Two Interactive Software Inc. Common Stock
6532,TU,Telus Corporation Ordinary Shares
6533,TUEM,Tuesday Morning Corp. Common Stock
6534,TUFN,Tufin Software Technologies Ltd. Ordinary Shares
6535,TUP,Tupperware Brands Corporation Common Stock
6536,TURN,180 Degree Capital Corp. Common Stock
6537,TUSK,Mammoth Energy Services Inc. Common Stock
6538,TUYA,Tuya Inc. American Depositary Shares each representing one Class A Ordinary Share
6539,TV,Grupo Televisa S.A. Common Stock
6540,TVC,Tennessee Valley Authority Common Stock
6541,TVE,Tennessee Valley Authority
6542,TVTX,Travere Therapeutics Inc. Common Stock
6543,TW,Tradeweb Markets Inc. Class A Common Stock
6544,TWI,Titan International Inc. (DE) Common Stock
6545,TWIN,Twin Disc Incorporated Common Stock
6546,TWKS,Thoughtworks Holding Inc. Common Stock
6547,TWLO,Twilio Inc. Class A Common Stock
6548,TWLV,Twelve Seas Investment Company II Class A Common Stock
6549,TWN,Taiwan Fund Inc. (The) Common Stock
6550,TWND,Tailwind Acquisition Corp. Class A Common Stock
6551,TWNI,Tailwind International Acquisition Corp. Class A Ordinary Shares
6552,TWNK,Hostess Brands Inc. Class A Common Stock
6553,TWO,Two Harbors Investment Corp
6554,TWOA,two Class A Ordinary Shares
6555,TWOU,2U Inc. Common Stock
6556,TWST,Twist Bioscience Corporation Common Stock
6557,TWTR,Twitter Inc. Common Stock
6558,TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value)
6559,TXG,10x Genomics Inc. Class A Common Stock
6560,TXMD,TherapeuticsMD Inc. Common Stock
6561,TXN,Texas Instruments Incorporated Common Stock
6562,TXRH,Texas Roadhouse Inc. Common Stock
6563,TXT,Textron Inc. Common Stock
6564,TY,Tri Continental Corporation Common Stock
6565,TYDE,Cryptyde Inc. Common Stock
6566,TYG,Tortoise Energy Infrastructure Corporation Common Stock
6567,TYL,Tyler Technologies Inc. Common Stock
6568,TYME,Tyme Technologies Inc. Common Stock
6569,TYRA,Tyra Biosciences Inc. Common Stock
6570,TZOO,Travelzoo Common Stock
6571,TZPS,TZP Strategies Acquisition Corp. Class A Ordinary Share
6572,TZPSW,TZP Strategies Acquisition Corp. Warrant
6573,U,Unity Software Inc. Common Stock
6574,UA,Under Armour Inc. Class C Common Stock
6575,UAA,Under Armour Inc. Class A Common Stock
6576,UAL,United Airlines Holdings Inc. Common Stock
6577,UAMY,United States Antimony Corporation Common Stock
6578,UAN,CVR Partners LP Common Units representing Limited Partner Interests
6579,UAVS,AgEagle Aerial Systems Inc. Common Stock
6580,UBA,Urstadt Biddle Properties Inc. Common Stock
6581,UBCP,United Bancorp Inc. Common Stock
6582,UBER,Uber Technologies Inc. Common Stock
6583,UBFO,United Security Bancshares Common Stock
6584,UBOH,United Bancshares Inc. Common Stock
6585,UBP,Urstadt Biddle Properties Inc. Common Stock
6586,UBS,UBS Group AG Registered Ordinary Shares
6587,UBSI,United Bankshares Inc. Common Stock
6588,UBX,Unity Biotechnology Inc. Common Stock
6589,UCBI,United Community Banks Inc. Common Stock
6590,UCBIO,United Community Banks Inc. Depositary Shares each representing 1/1000th interest in a share of Series I Non-CumulativePreferred Stock
6591,UCL,uCloudlink Group Inc. American Depositary Shares
6592,UCTT,Ultra Clean Holdings Inc. Common Stock
6593,UDMY,Udemy Inc. Common Stock
6594,UDR,UDR Inc. Common Stock
6595,UE,Urban Edge Properties Common Shares of Beneficial Interest
6596,UEC,Uranium Energy Corp. Common Stock
6597,UEIC,Universal Electronics Inc. Common Stock
6598,UFAB,Unique Fabricating Inc. Common Stock
6599,UFCS,United Fire Group Inc. Common Stock
6600,UFI,Unifi Inc. New Common Stock
6601,UFPI,UFP Industries Inc. Common Stock
6602,UFPT,UFP Technologies Inc. Common Stock
6603,UG,United-Guardian Inc. Common Stock
6604,UGI,UGI Corporation Common Stock
6605,UGIC,UGI Corporation Corporate Units
6606,UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share)
